List 1,List 2,List 1|List 2
,MED8,
,PSMD5,
,RP11-166O4.5,
,TMX1,
,CTD-2246P4.1,
,C11orf73,
,EHHADH,
,DICER1,
,ZNF518B,
,NUP54,
,ASB13,
,ASPHD2,
,NPEPPS,
,COMMD7,
,GAD1,
,CORO2B,
,RP11-488L18.4,
,AC000078.5,
,AIFM2,
,DPY19L3,
,C2orf62,
,ECI2,
,SMYD4,
,GCC1,
,NDUFS2,
,IGLC6,
,METTL10,
,NIPSNAP3B,
,RP11-297N6.4,
,SPPL3,
,TOP3BP1,
,PEX14,
,ZNF793,
,CRAMP1L,
,CANT1,
,AC093627.10,
,SNHG8,
,KLF12,
,TTLL4,
,COX19,
,RPS14,
,TST,
,SHARPIN,
,RP11-770G2.2,
,STBD1,
,ZBTB14,
,RP4-761J14.10,
,DFFA,
,EMG1,
,RCC2,
,CYBA,
,MCTP2,
,ZNF486,
,SLC35F5,
,EXOC8,
,ZKSCAN3,
,RP11-20D14.6,
,WDPCP,
,KIAA1715,
,SPOCD1,
,ZNF75A,
,ZNF792,
,HAT1,
,TMEM63B,
,RP11-297B17.3,
,GBP4,
,AC131971.1,
,HAS1,
,TTC4,
,ZCRB1,
,RPP40,
,LINC00847,
,FMNL3,
,DPH3,
,ACBD3,
,C16orf86,
,AL592284.1,
,ARFGAP3,
,RAP2A,
,RP11-627G23.1,
,RUSC2,
,SLC16A5,
,MICE,
,CARS,
,SLC13A4,
,ILVBL,
,MSH4,
,CASP1P2,
,RP11-1299A16.3,
,EPB41L2,
,ARL14EP,
,MRPL45P2,
,SPECC1L,
,DRG2,
,NCKAP1,
,SYNE2,
,AC005041.17,
,RP11-448G15.3,
,CTB-118N6.3,
,GIGYF1,
,H3F3C,
,PARVG,
,DYSF,
,TRBV3-1,
,HLA-E,
,SLC15A3,
,MARS2,
,3-Mar,
,RP11-259G18.2,
,RGS3,
,RAB34,
,RP11-7F17.3,
,EMC8,
,TRGC1,
,ZNF823,
,PLCB2,
,RP11-611E13.2,
,RPAP2,
,SNAPC3,
,LMNB1,
,AC068491.1,
,INPPL1,
,TIMM13,
,RP4-753D10.5,
,SKP1,
,RP11-463O9.9,
,PML,
,CTB-55O6.12,
,RAB21,
,RP1-13D10.3,
,GUSBP3,
,H2AFY2,
,SNORA33,
,RP11-613M10.6,
,RGPD8,
,KLC3,
,PIEZO1,
,KRT10,
,ELOVL7,
,TRBJ2-3,
,RPL9,
,TRPC2,
,KIF20B,
,PIH1D1,
,LRRC37A16P,
,C1orf220,
,GADD45B,
,CTD-2007H13.3,
,RAD23A,
,BTBD17,
,MOV10,
,DDX43,
,FAM178A,
,PELI1,
,TBX6,
,DPPA3,
,ADAT2,
,LRRC46,
,RP11-203M5.7,
,TTC13,
,RP11-61F12.1,
,RNFT1,
,EVA1B,
,RP11-195E2.1,
,RGL3,
,DHX38,
,TIPIN,
,BCL2L14,
,TMEM170A,
,STX17,
,CAB39L,
,TRAF3,
,RP11-69E11.4,
,C10orf35,
,C1orf228,
,BRWD1,
,FKSG48,
,MICU1,
,PIGC,
,ATP11B,
,RP11-981P6.1,
,SPATA32,
,DDX58,
,TMEM254-AS1,
,INTS8,
,FAM215B,
,ODF2,
,UBAC1,
,AP4B1,
,RP11-477D19.2,
,SGSM2,
,RNF141,
,LINC00035,
,POLR2M,
,MBOAT1,
,CHD7,
,ZKSCAN7,
,C6orf163,
,MYO5A,
,SGSM1,
,CWC25,
,ZNF84,
,ZNF780A,
,TSPAN14,
,HSD17B4,
,IGLV3-13,
,SGCD,
,ZNF439,
,DUSP6,
,DYM,
,KCTD20,
,DBI,
,KCTD11,
,HIST3H2A,
,RRP7B,
,SGIP1,
,RP11-111A22.1,
,METTL4,
,ABCC13,
,RRN3,
,AF146191.4,
,KIAA1033,
,ZNF677,
,TMEM169,
,RNH1,
,CNNM4,
,SETD6,
,ABR,
,CAMTA2,
,AC128709.1,
,RP11-283I3.6,
,SP1,
,TPT1-AS1,
,CORO1B,
,SQRDL,
,ZNFX1,
,HAVCR2,
,TRBV6-5,
,MRPS33,
,ZNF471,
,TICAM1,
,LINC00694,
,PTPLAD1,
,PLEKHM2,
,RP11-295M18.2,
,ZXDC,
,SMC2,
,TOX,
,LINC00683,
,ZKSCAN4,
,PARVB,
,RP1-152L7.5,
,UBE2E2,
,CCT4,
,NXF1,
,RP11-318C24.2,
,FSCN1,
,NSF,
,MLEC,
,REM2,
,TRMT61A,
,TRAV8-6,
,CACUL1,
,GRB14,
,UBE4B,
,TRGV8,
,SNW1,
,TBC1D2B,
,GIPC1,
,ZNF529,
,RP11-399D2.1,
,RP11-148O21.4,
,DPPA4,
,FAM153C,
,OSTF1,
,RP11-64K12.2,
,RNF24,
,USP38,
,RP3-449M8.6,
,ZFP91,
,RNASEK,
,TPR,
,GLYATL2,
,STAM,
,XYLB,
,WDR83OS,
,AIFM3,
,HBG1,
,EDARADD,
,HBQ1,
,RP11-326C3.2,
,AP001062.7,
,FAM22D,
,ZNF638,
,PPP1R3G,
,GPR126,
,PPAP2C,
,RP11-104L21.2,
,RIT1,
,BFSP1,
,PODXL2,
,RASA4B,
,GALNT14,
,BAG1,
,TMBIM1,
,CRIP1P1,
,RP11-23P13.6,
,GPR114,
,SLC2A11,
,DDX10P1,
,MCM3AP-AS1,
,CTC-523E23.1,
,RSRC1,
,CFL1,
,RP1-80N2.3,
,SLC25A11,
,UNC13D,
,CTD-2619J13.14,
,DISP1,
,CBL,
,ZSWIM5,
,ABHD2,
,CC2D2B,
,NOL8,
,ASPDH,
,POLR2E,
,ARHGAP32,
,PCCA,
,CEP170,
,C9orf152,
,RHOC,
,TIA1,
,MST1P2,
,AC006946.15,
,RP11-703I16.1,
,PDZD3,
,GNG5,
,VIL1,
,STXBP2,
,RCC2P6,
,PRDX2,
,RP11-383B4.4,
,CTD-2568A17.5,
,TSPAN15,
,ALKBH8,
,AC005532.5,
,FBRSL1,
,BX322557.10,
,BRI3,
,SLC25A46,
,ZNF761,
,TTC5,
,ACN9,
,RP11-632K20.2,
,RP11-168O16.1,
,ATXN3,
,RP11-47L3.1,
,SLC35E2B,
,TTC24,
,MRPL37,
,ATP6V0B,
,CTD-2085J24.4,
,TPGS1,
,RP11-90D4.2,
,SMYD2,
,CALCOCO2,
,TM7SF3,
,EPS8L2,
,TUBGCP3,
,ZNF32,
,CMPK1,
,PRIM1,
,AC012309.5,
,CLPP,
,SYCE1L,
,FAM193B,
,CRABP2,
,LIMD1,
,IGHV4-61,
,SH3RF3,
,ZNF431,
,RASA3,
,EXOSC3,
,SCYL3,
,USP32P3,
,CTD-2020K17.3,
,FAM151B,
,TIMM44,
,SLC30A9,
,CLRN1-AS1,
,IGKV1D-17,
,ANAPC5,
,CCDC170,
,MYRF,
,POU5F1P3,
,RP11-473M20.5,
,SNX27,
,TEP1,
,PIGX,
,WWP1,
,TCF7L2,
,GNPAT,
,GDPGP1,
,RP11-497H16.4,
,GLTP,
,RP11-796G6.2,
,WDR24,
,KIAA0141,
,RP11-656D10.3,
,TP73-AS1,
,WDR52,
,AC016747.3,
,TRIM47,
,BABAM1,
,TRBV6-8,
,CTC-360J11.4,
,AP3D1,
,ARHGEF18,
,RILPL1,
,MYH9,
,CDV3,
,PRDM8,
,RP11-551L14.1,
,RWDD2A,
,GALK2,
,DGUOK,
,RP11-103G8.2,
,ALMS1P,
,DENND2D,
,ZNF468,
,RP5-1112D6.4,
,SHD,
,GGA1,
,RPL7P50,
,IDUA,
,PIGO,
,GOLGA6L5,
,KIF25-AS1,
,RP11-140A10.3,
,ETFB,
,AC127904.2,
,RP11-47I22.2,
,RP11-223C24.1,
,ATP8A1,
,STXBP5,
,HSPA12B,
,AC114752.3,
,PARP10,
,TAF1D,
,HCG11,
,SPECC1,
,LYRM9,
,NOP16,
,CCDC136,
,TOP3A,
,SIRPD,
,AP000347.4,
,RP11-251A15.4,
,EEPD1,
,FTSJ2,
,CYP21A1P,
,FBLL1,
,CNKSR3,
,PNO1,
,CLEC2A,
,SMIM8,
,RP5-1129J21.3,
,NEFL,
,CECR5,
,PTGR1,
,CTD-2651B20.3,
,TREML2,
,CTU2,
,PAPD5,
,RHOBTB1,
,RP5-1180C10.2,
,STT3A,
,ARMC7,
,ARHGAP5,
,RAB5A,
,HBM,
,FAM65A,
,LINC00422,
,ACSM1,
,WWC1,
,RP1-13D10.2,
,MORC2,
,CAMSAP1,
,SPG7,
,DNAJC27,
,NDRG3,
,RP11-108K14.4,
,TRAV8-1,
,KIAA0368,
,ALKBH3,
,GLG1,
,NLRP6,
,RBM44,
,RWDD1,
,CATSPERG,
,DNAAF1,
,ZDHHC21,
,METTL25,
,PDLIM1,
,ZBED3,
,ABCA5,
,AP1G2,
,CTD-3203P2.1,
,MEGF6,
,LETMD1,
,UBE4A,
,ACOT2,
,RP11-826N14.2,
,HPS3,
,SERINC5,
,RP11-693N9.2,
,GLIPR2,
,FBXO6,
,PFKFB4,
,NUMA1,
,SNX17,
,RP1-66C13.3,
,SH2B3,
,ZSCAN21,
,YTHDF3,
,BRAT1,
,ZBED4,
,RP11-153A23.6,
,UBE2J1,
,STAT2,
,ZNF879,
,RP11-18I14.10,
,ARL4C,
,SASS6,
,ZNF738,
,RP11-540B6.6,
,RP11-227G15.2,
,IFI16,
,RP11-73O6.3,
,RP11-638I2.10,
,AC093642.3,
,RNF7,
,NUDT5,
,RNF169,
,RMI1,
,STAMBPL1,
,RP11-173M1.8,
,PLD4,
,IRF2,
,EFCAB14,
,NAT10,
,CYP2D8P1,
,LCP1,
,ZDHHC19,
,CEP85L,
,TUBGCP2,
,CDHR1,
,EFCAB4B,
,ZNF831,
,RP11-288H12.3,
,RPS29,
,LUZP1,
,NUDT6,
,AIM2,
,EPS8L1,
,ZFYVE28,
,RP11-484L8.1,
,SPDYE6,
,CNTRL,
,PLEKHA7,
,RP11-497H17.1,
,SLC17A9,
,ZDHHC1,
,HMG20A,
,DNA2,
,CCDC74A,
,RP11-327F22.1,
,ASL,
,PPP4C,
,AL645728.1,
,USP14,
,RSBN1L-AS1,
,METTL22,
,MALT1,
,LINC00341,
,AP2B1,
,EIF4A3,
,MED15,
,OTOF,
,CCDC69,
,KIAA0922,
,PSMD1,
,KRT8P12,
,LSR,
,SLFN11,
,THOP1,
,PKD1L1,
,SPATA18,
,GOLGA8B,
,IGSF6,
,PSMD2,
,GABPB2,
,RNPS1,
,RSAD1,
,LRFN3,
,HEXB,
,DEPTOR,
,MYL12A,
,S100A10,
,CYB5A,
,LDLRAD4,
,TSC22D2,
,MGAT4B,
,ZNF554,
,TRIP12,
,SLC37A2,
,USP44,
,THUMPD1,
,MVP,
,AC005306.3,
,RRAS2,
,JAZF1-AS1,
,FAM86FP,
,CAMK2N1,
,GALNT10,
,RIN3,
,MAP10,
,AC008268.2,
,FANK1,
,MAFB,
,BMF,
,RP4-798C17.5,
,RP11-434D12.1,
,ZNF496,
,MTRF1,
,NRM,
,RAC1,
,RP3-449M8.9,
,SELRC1,
,TTC21A,
,APBA2,
,RP11-542M13.3,
,TRIM7,
,RP11-545I5.3,
,NFATC3,
,ATP8B2,
,WWOX,
,COLEC12,
,SLC15A4,
,KRT74,
,PTBP3,
,TRAF1,
,FAM188A,
,RIC3,
,DAP3,
,UBQLN4,
,C17orf51,
,MRTO4,
,NUP35,
,CHMP3,
,SCLT1,
,EIF3B,
,ARL6IP4,
,USP13,
,EXOC7,
,RP1-28O10.1,
,NUP214,
,RP11-468E2.5,
,CTD-3051D23.1,
,CLN3,
,ZNF763,
,MB21D1,
,SDAD1P1,
,LANCL1,
,MRPS16,
,MMAB,
,NME3,
,PPP2R2B,
,POFUT2,
,FAM149B1,
,RBM47,
,AP1S3,
,TNNI2,
,NIT2,
,AC012065.7,
,PARD3B,
,TMEM18,
,AKAP3,
,RINL,
,RP11-274B21.1,
,RP11-182J23.1,
,FAM102A,
,RP1-97J1.2,
,TSNARE1,
,WDR75,
,PLEKHB2,
,STX16,
,FAM136A,
,RIMBP2,
,LINC00338,
,PCTP,
,NMD3,
,C12orf60,
,ACBD6,
,C17orf107,
,CYTH2,
,ARHGAP25,
,ZNF565,
,THOC5,
,CTB-75G16.3,
,IFT52,
,RGS5,
,DDHD2,
,VENTX,
,RBM28,
,STARD4,
,RPL7AP64,
,C6orf211,
,RP11-46A10.4,
,TSPAN17,
,DIRC3,
,STARD3NL,
,CISD2,
,AC096579.13,
,ELF2,
,RP1-102H19.6,
,LILRB3,
,SYN2,
,SCOC,
,C18orf25,
,KIR3DX1,
,FAM219B,
,CTD-2538C1.2,
,CHPF2,
,SLC25A12,
,APOL3,
,FBXO34,
,OGFOD3,
,RP11-274B18.4,
,KRI1,
,EAPP,
,GPR133,
,MTERFD2,
,FLJ27352,
,ZNF204P,
,AC093818.1,
,UQCRH,
,NPL,
,UBE2O,
,EZH2,
,GPCPD1,
,UBE2K,
,MYLIP,
,TMEM147,
,KIAA1191,
,ZNF154,
,HNRNPF,
,FBXL5,
,NAA35,
,KCTD15,
,MAK16,
,HMGCL,
,PRKAG2,
,DNAJB4,
,PGBD4P1,
,BTBD7,
,C7orf26,
,DDX39BP2,
,ARPC1B,
,FAM20B,
,ZNF430,
,CUTA,
,ANKRD24,
,KIAA1522,
,FBXO15,
,WFS1,
,TRMT61B,
,H2AFZ,
,CTD-2010I16.1,
,RNF157,
,BTBD6,
,RP11-661A12.12,
,ATP10D,
,C7orf50,
,FAM22E,
,DNAJC10,
,RP11-698N11.4,
,RP11-159N11.4,
,ARMC3,
,TMEM141,
,AC010878.3,
,KIAA0930,
,GUSBP2,
,RP11-800A3.4,
,NFYC,
,SAV1,
,PREX1,
,HLA-F-AS1,
,LINC00662,
,TRBV5-4,
,SMAGP,
,KCNE3,
,GOLGA7,
,MRPL39,
,PNPLA2,
,TULP4,
,CTC-360G5.6,
,RP11-1277A3.1,
,PEX1,
,TSSC1,
,FAM221B,
,RP11-217B7.2,
,AC058791.2,
,CCDC88A,
,CCDC174,
,AKR1E2,
,MRPL2,
,MIB1,
,HOXA1,
,ATG16L1,
,CERS2,
,NDUFAF1,
,RAB3GAP1,
,HCG9,
,RP11-295G20.2,
,USP12-AS2,
,CERS3,
,RP11-345P4.7,
,ACY3,
,AP000783.1,
,GOLGA3,
,IFITM2,
,RP11-923I11.6,
,SLC8A3,
,RP11-798G7.5,
,TSHZ1,
,FAM86HP,
,PAPD7,
,RP5-994D16.9,
,PRUNE,
,CIR1,
,CWC15,
,CTD-2240H23.2,
,RP11-455F5.3,
,AC092295.7,
,GIMAP7,
,STON1,
,SCARA5,
,ACO1,
,TRBV19,
,KAT6A,
,ADIPOR2,
,G6PC3,
,DSN1,
,CDC42EP3,
,RFC5,
,TBC1D1,
,RAB3GAP2,
,APOBEC3D,
,ANKRD54,
,TOMM70A,
,FAM206A,
,MRPL45,
,RP3-329E20.2,
,NRBF2,
,RP11-220I1.1,
,AC008984.7,
,MPP2,
,ITCH,
,ZNF713,
,ZNF322,
,IGLV3-1,
,UBXN6,
,KRT86,
,HLA-W,
,GMDS,
,YPEL2,
,TRIP6,
,CTC-559E9.5,
,RP11-1024P17.1,
,TRIP10,
,ZIK1,
,PLD3,
,FGGY,
,RP11-108M9.4,
,BEND7,
,RP1-90L6.2,
,RP11-423H2.3,
,MED30,
,COMMD4,
,FAM135A,
,RP11-497H16.7,
,RP11-493L12.5,
,HNRPLL,
,MRPL51,
,CLEC2B,
,COX5BP6,
,NFU1,
,STX3,
,RNU1-22P,
,XRCC2,
,RAD23B,
,CEP89,
,CERKL,
,CTD-3138B18.5,
,NPM3,
,RBMXL1,
,SDHAF1,
,TRIM23,
,ZNF24,
,C2CD2,
,PFDN1,
,RP4-724E16.2,
,PFKL,
,AK4,
,TRIM6,
,PARP8,
,SMYD3,
,CANX,
,RP11-57H14.2,
,QRICH2,
,RP11-767N6.2,
,ACOT7,
,BBS12,
,AGTPBP1,
,ITPK1,
,VPS41,
,PSMD9,
,EME2,
,CTD-2245F17.3,
,MIR4635,
,PHF23,
,GAMT,
,TYW3,
,RP11-589P10.5,
,RP11-156P1.1,
,C15orf40,
,ZNF66P,
,ERAL1,
,TRBV2,
,SPCS1,
,RP11-321E2.4,
,DPAGT1,
,ZNF420,
,ZNF160,
,CHTOP,
,WASF3,
,LGALS4,
,AC004231.2,
,PHF20L1,
,KB-1507C5.4,
,APCDD1,
,RP11-819C21.1,
,TM7SF2,
,LA16c-OS12.2,
,MKNK1-AS1,
,TRIM65,
,TMEM255B,
,ZSCAN12P1,
,PELI2,
,MIR4420,
,CTDP1,
,PHTF1,
,RP11-488C13.6,
,DUSP28,
,AC010642.1,
,CTC-559E9.6,
,MYO9A,
,IRF7,
,TRBV7-5,
,DYNLT1,
,C10orf105,
,ZFP62,
,PRSS16,
,RGCC,
,HSPA7,
,PES1,
,ZNF117,
,ENO1,
,BLOC1S5,
,MYO1E,
,GYG1,
,FNDC3B,
,FHDC1,
,HLA-H,
,C18orf54,
,ZNF257,
,RPL39P38,
,SNTB2,
,CTB-129O4.1,
,FAM174B,
,AC018816.3,
,HAR1B,
,TTC33,
,C14orf79,
,MFSD12,
,FAM105A,
,PABPC4,
,HMGB1P31,
,PEMT,
,FAM105B,
,ZCCHC14,
,INTS6-AS1,
,DTX3L,
,KRT18P8,
,ANKLE1,
,EIF3F,
,GLE1,
,INPP5D,
,AC087793.1,
,KIAA1919,
,SGCB,
,ALG11,
,CCDC171,
,USO1,
,NDRG2,
,MCF2L,
,PKP2,
,ITPRIP,
,SPATS2L,
,HUS1,
,ZNF671,
,SLC35A1,
,AP001171.1,
,CRIP3,
,DPM2,
,RP11-426C22.5,
,DGCR2,
,EVI5,
,RP1-80N2.2,
,DMRTC2,
,DNAJC19P5,
,FAM124B,
,AKNA,
,LINC00689,
,CLIP4,
,CCDC85C,
,DBH-AS1,
,ADAR,
,AC073135.6,
,D2HGDH,
,ANKRD18EP,
,FBXL15,
,GDPD3,
,DSCR3,
,RP3-477O4.16,
,C1orf105,
,CTA-384D8.20,
,A3GALT2P,
,RPS29P12,
,RP11-345P4.6,
,GLOD4,
,MTIF3,
,ASXL1,
,ERGIC2,
,RP11-277P12.9,
,RP11-713P17.3,
,RP4-740C4.6,
,RP11-382J12.1,
,PIGB,
,TIGD2,
,AL161915.1,
,LRRC37B,
,TSPYL1,
,KIFC2,
,SSX2IP,
,FAM175A,
,TAF7,
,GPBP1,
,ANKRD13C,
,RABL2B,
,NAA16,
,HVCN1,
,TSHZ3,
,VPREB3,
,CTC-428G20.3,
,NAT6,
,PITPNM1,
,GVINP1,
,ACSF2,
,PPP1R21,
,C17orf76-AS1,
,AP1S1,
,MED6,
,GPR155,
,MYO5B,
,GLT1D1,
,AC005682.6,
,RP11-661P17.1,
,CHCHD4P3,
,RNF130,
,YJEFN3,
,TMEM98,
,LBX2,
,LRCH4,
,GTF2IP1,
,PINK1-AS,
,C3orf58,
,RP11-378J18.3,
,PSMG1,
,ZNF192P1,
,DISP2,
,SELT,
,LAMTOR1,
,TTPAL,
,FTO,
,SNORD83,
,ZNF256,
,TTC28,
,MUM1,
,RP11-89K11.1,
,CROT,
,KRT5,
,ANKEF1,
,CTBP1-AS1,
,LHFPL2,
,NPIPL3,
,C17orf89,
,LINC00525,
,NTAN1,
,MTHFD2,
,TMEM86B,
,CTC-205M6.5,
,ZNRD1-AS1,
,DENND4C,
,CYP1B1-AS1,
,PDIA4,
,TIPRL,
,PSMF1,
,QPRT,
,RP11-308N19.1,
,FEZ1,
,RP11-320N21.1,
,ZNF404,
,RP5-1051J4.6,
,ASB8,
,LARGE,
,ETV5,
,RP13-93L13.1,
,RP11-264M12.2,
,EPB41L4A,
,ANKRD36BP2,
,AC024560.3,
,MAP4,
,CC2D1B,
,AANAT,
,FAM210B,
,RP11-344B5.4,
,RPF1,
,FAM115D,
,LAT2,
,MUS81,
,RP11-1105G2.4,
,ZNF598,
,CTB-31O20.4,
,LEMD2,
,NUDT9,
,SND1,
,RP11-111H3.1,
,TRAPPC12-AS1,
,C15orf38-AP3S2,
,TMEM14A,
,CCR12P,
,C15orf54,
,ZBP1,
,RP11-85K15.2,
,PANK1,
,RAD50,
,CTA-14H9.5,
,RP11-166P13.3,
,KIAA1586,
,SLC4A7,
,RRP1B,
,RRNAD1,
,LST1,
,RP11-113K21.5,
,POGK,
,HCG4P7,
,USB1,
,CTD-3131K8.2,
,DOCK2,
,RP11-44F14.1,
,LARP4B,
,LINC00853,
,RP1-90L6.3,
,PHF13,
,ZBTB32,
,CCDC154,
,TCEB2,
,SFXN3,
,ALKBH2,
,UACA,
,BBX,
,CCDC84,
,HCG4P6,
,RP5-1086K13.1,
,TCTN2,
